,index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,Age,career_year,career_start_age,ability,ability2,income_unit,OK,Bravo
10700,10700,0,0,1,0,157500,1,4,0,1,21774,365243,0,0,0,,2,27,1,59,1001,-942,0.406958867,0.431219763,78750,001015750014012177436524300021591001-942,0
10701,10701,0,0,1,0,180000,4,4,1,1,9868,1221,1,1,0,Laborers,2,36,2,27,4,23,16.23230228,147.4201474,90000,0010180000441198681221110Laborers2227423,0
10702,10702,0,0,1,1,157500,4,4,1,1,14510,3805,0,0,0,Core staff,3,5,0,39,11,28,8.5995086,41.39290407,52500,00111575004411145103805000Core staff30391128,0
10703,10703,0,0,0,0,180000,0,3,1,1,21155,130,0,1,0,Drivers,2,5,1,57,1,56,8.456659619,1384.615385,90000,0000180000031121155130010Drivers2157156,0
10704,10704,1,0,1,0,252000,2,1,4,1,16751,8175,0,0,0,Managers,1,42,1,45,23,22,10.10992538,30.82568807,252000,10102520002141167518175000Managers11452322,0
10705,10705,0,1,1,1,135000,4,4,1,1,10000,1779,0,0,0,Laborers,3,39,2,27,5,22,11.46107479,75.88532884,45000,01111350004411100001779000Laborers3227522,0
10706,10706,0,0,1,0,180000,0,1,3,5,9848,1244,0,1,0,High skill tech staff,1,24,2,26,4,22,16.22791201,144.6945338,180000,0010180000013598481244010High skill tech staff1226422,0
10707,10707,0,0,0,0,112500,1,1,3,1,19690,365243,0,0,0,,1,25,1,53,1001,-948,0.292258653,0.308014117,112500,000011250011311969036524300011531001-948,0
10708,10708,0,0,0,0,198000,0,4,0,1,18813,9748,0,0,0,Laborers,2,59,2,51,27,24,6.932530374,20.31185884,99000,00001980000401188139748000Laborers22512724,0
10709,10709,0,0,1,0,126000,1,4,3,1,21667,365243,0,0,0,,1,13,0,59,1001,-942,0.32565713,0.344975811,126000,001012600014312166736524300010591001-942,0
10710,10710,0,0,1,2,135000,1,4,1,1,22087,365243,0,0,0,,4,28,2,60,1001,-941,0.348540005,0.36961694,33750,001213500014112208736524300042601001-941,0
10711,10711,0,1,1,2,254700,0,4,1,1,17254,9131,0,1,0,Laborers,4,15,2,47,26,21,9.653212052,27.89398752,63675,01122547000411172549131010Laborers42472621,0
10712,10712,0,0,1,0,135000,4,4,3,3,9958,1114,0,0,1,Waiters/barmen staff,1,41,2,27,4,23,12.19291908,121.1849192,135000,0010135000443399581114001Waiters/barmen staff1227423,0
10713,10713,0,0,1,0,81000,4,4,3,1,19210,2454,0,1,0,,1,2,1,52,7,45,3.738921713,33.00733496,81000,00108100044311921024540101152745,0
10714,10714,0,1,0,0,135000,4,4,3,1,9948,401,1,0,0,Drivers,1,25,2,27,2,25,13.04473862,336.6583541,135000,010013500044319948401100Drivers1227225,0
10715,10715,0,1,1,2,265500,4,1,1,1,11630,1904,0,0,0,Laborers,4,31,2,31,6,25,19.61726023,139.4432773,66375,01122655004111116301904000Laborers4231625,0
10717,10717,0,0,0,1,135000,4,4,1,1,10089,2757,1,0,0,Laborers,3,28,2,27,8,19,10.50910789,48.96626768,45000,00011350004411100892757100Laborers3227819,0
10718,10718,0,0,0,1,270000,4,4,2,1,16517,991,0,0,0,Core staff,2,59,1,45,3,42,15.42152159,272.4520686,135000,0001270000442116517991000Core staff2145342,0
10719,10719,0,0,0,0,135000,4,4,0,1,8537,651,1,0,0,Laborers,2,10,1,23,2,21,14.69307793,207.3732719,67500,000013500044018537651100Laborers2123221,0
10720,10720,0,0,0,0,157500,0,4,1,1,19453,3680,0,0,0,Accountants,2,33,2,53,11,42,6.808455453,42.79891304,78750,00001575000411194533680000Accountants22531142,0
10721,10721,0,0,1,0,270000,4,4,1,1,18114,10121,0,0,0,High skill tech staff,2,52,2,49,28,21,9.56259961,26.67720581,135000,001027000044111811410121000High skill tech staff22492821,0
10722,10722,0,0,1,2,270000,4,4,1,1,14893,2622,0,0,0,Medicine staff,4,44,2,40,8,32,15.41535826,102.9748284,67500,00122700004411148932622000Medicine staff4240832,0
10723,10723,0,0,1,1,225000,4,4,3,1,14469,504,0,0,0,Core staff,2,13,2,39,2,37,15.02704869,446.4285714,112500,0011225000443114469504000Core staff2239237,0
10724,10724,0,0,1,1,112500,4,4,1,1,15213,109,0,0,0,Laborers,3,2,1,41,1,40,7.342383501,1032.110092,37500,0011112500441115213109000Laborers3141140,0
10725,10725,0,1,0,2,270000,4,1,1,1,13144,682,1,1,0,,4,11,1,36,2,34,19.52842471,395.8944282,67500,01022700004111131446821104136234,0
10727,10727,0,1,0,2,135000,4,1,0,2,11008,1285,1,1,0,Sales staff,4,59,1,30,4,26,10.98185959,105.0583658,33750,01021350004102110081285110Sales staff4130426,0
10728,10728,0,1,0,2,135000,2,1,1,1,13495,2357,1,0,0,Core staff,4,14,2,36,7,29,8.516275549,57.27619856,33750,01021350002111134952357100Core staff4236729,0
10729,10729,0,0,1,1,76500,1,4,1,1,20442,365243,0,1,0,,3,15,2,56,1001,-945,0.198348393,0.209449599,25500,00117650014112044236524301032561001-945,0
10730,10730,0,0,1,0,189000,4,4,1,1,16495,1437,0,0,0,Sales staff,2,22,0,45,4,41,10.53981709,131.5240084,94500,00101890004411164951437000Sales staff2045441,0
10731,10731,0,0,1,19,112500,4,4,3,1,11057,1853,1,1,0,Waiters/barmen staff,20,5,2,30,6,24,8.714175058,60.71235834,5625,001191125004431110571853110Waiters/barmen staff20230624,0
10732,10732,0,0,1,1,337500,0,4,3,1,13383,1121,0,0,0,Sales staff,2,4,2,36,4,32,23.26944291,301.0704728,168750,00113375000431133831121000Sales staff2236432,0
10733,10733,0,0,0,2,180000,4,1,2,1,16294,217,1,1,0,,3,28,1,44,1,43,10.90182303,829.4930876,60000,00021800004121162942171103144143,0
10734,10734,0,0,1,0,157500,1,4,2,1,18865,365243,0,0,0,,1,44,2,51,1001,-950,0.410040926,0.431219763,157500,001015750014211886536524300012511001-950,0
10735,10735,0,0,1,1,225000,0,4,1,1,12478,3569,0,0,0,Managers,3,18,2,34,10,24,14.02131239,63.04286915,75000,00112250000411124783569000Managers32341024,0
10736,10736,0,0,1,0,202500,1,3,3,1,21304,365243,0,0,0,,1,60,2,58,1001,-943,0.523869025,0.55442541,202500,001020250013312130436524300012581001-943,0
10737,10737,0,0,1,0,216000,4,4,1,1,18873,12169,1,1,1,Laborers,2,37,2,51,34,17,6.958314542,17.75002054,108000,001021600044111887312169111Laborers22513417,0
10738,10738,0,0,0,3,135000,4,2,1,3,12544,1131,1,0,0,Core staff,5,42,2,34,4,30,9.87202925,119.3633952,27000,00031350004213125441131100Core staff5234430,0
10739,10739,0,0,1,0,270000,1,4,1,1,21511,365243,0,1,0,,2,18,0,58,1001,-943,0.698118184,0.73923388,135000,001027000014112151136524301020581001-943,0
10740,10740,0,0,0,0,157500,0,4,0,1,15454,354,0,0,0,Laborers,2,14,2,42,1,41,9.963309717,444.9152542,78750,0000157500040115454354000Laborers2242141,0
10741,10741,0,0,1,0,171000,4,4,3,4,16938,673,0,0,0,Laborers,1,47,1,46,2,44,9.709840441,254.0861813,171000,0010171000443416938673000Laborers1146244,0
10742,10742,0,1,1,2,90000,1,3,1,1,21954,365243,0,0,0,,4,7,2,60,1001,-941,0.232439817,0.246411293,22500,01129000013112195436524300042601001-941,0
10743,10743,0,0,0,1,270000,4,4,2,1,14846,1292,1,1,0,High skill tech staff,2,40,2,40,4,36,16.73069773,208.9783282,135000,00012700004421148461292110High skill tech staff2240436,0
10744,10744,0,0,1,0,193500,1,4,1,1,21757,365243,0,0,0,,2,2,0,59,1001,-942,0.5,0.529784281,96750,001019350014112175736524300020591001-942,0
10745,10745,0,0,0,0,202500,4,4,1,2,18281,3596,0,0,0,Laborers,2,58,0,50,10,40,9.256296567,56.31256952,101250,00002025004412182813596000Laborers20501040,0
10746,10746,0,0,1,0,121500,1,4,1,1,20198,365243,0,0,0,,2,39,2,55,1001,-946,0.315223342,0.332655246,60750,001012150014112019836524300022551001-946,0
10747,10747,0,1,1,0,202500,4,1,2,1,10763,302,0,0,0,Sales staff,1,47,2,29,1,28,18.30094894,670.5298013,202500,0110202500412110763302000Sales staff1229128,0
10748,10748,0,0,1,2,225000,4,4,1,1,16778,332,0,0,0,Core staff,4,44,2,45,1,44,13.15020456,677.7108434,56250,0012225000441116778332000Core staff4245144,0
10750,10750,0,0,1,0,180000,4,4,1,1,17733,5622,0,1,0,Laborers,2,37,2,48,16,32,7.707129094,32.01707577,90000,00101800004411177335622010Laborers22481632,0
10751,10751,0,1,1,0,112500,0,4,3,1,9552,1567,0,0,0,Cooking staff,1,8,1,26,5,21,10.11781635,71.79323548,112500,0110112500043195521567000Cooking staff1126521,0
10752,10752,0,0,1,1,108000,0,1,1,1,13877,1021,0,0,0,Accountants,3,15,0,38,3,35,7.249295207,105.7786484,36000,00111080000111138771021000Accountants3038335,0
10753,10753,1,0,1,0,135000,4,4,4,1,19730,4934,0,0,0,Sales staff,1,37,2,54,14,40,5.47356471,27.36116741,135000,10101350004441197304934000Sales staff12541440,0
10754,10754,0,1,1,0,135000,4,4,1,1,17890,200,0,0,0,,2,35,2,49,1,48,7.462686567,675,67500,01101350004411178902000002249148,0
10755,10755,0,0,1,3,157500,4,4,1,1,14880,773,0,0,0,Sales staff,5,4,2,40,3,37,10.06196895,203.7516171,31500,0013157500441114880773000Sales staff5240337,0
10756,10756,0,0,1,0,157500,2,1,1,1,9313,615,0,0,0,,2,53,2,25,2,23,15.8642224,256.097561,78750,0010157500211193136150002225223,0
10757,10757,0,0,1,0,315000,4,4,3,1,10397,1037,0,0,0,Accountants,1,5,0,28,3,25,27.54941403,303.7608486,315000,00103150004431103971037000Accountants1028325,0
10758,10758,0,1,0,1,315000,2,4,1,1,13230,3643,0,0,1,High skill tech staff,3,45,2,36,10,26,18.66887927,86.46719736,105000,01013150002411132303643001High skill tech staff32361026,0
10759,10759,0,0,0,0,256500,0,1,1,1,11212,2565,0,0,1,HR staff,2,7,2,30,8,22,18.6179865,100,128250,00002565000111112122565001HR staff2230822,0
10760,10760,0,1,0,0,117000,4,4,3,1,9053,165,0,0,1,,1,23,0,24,1,23,12.69255804,709.0909091,117000,0100117000443190531650011024123,0
10761,10761,0,0,1,2,112500,4,4,1,1,13814,239,0,1,0,Cooking staff,4,33,2,37,1,36,8.005408098,470.7112971,28125,0012112500441113814239010Cooking staff4237136,0
10762,10762,0,0,1,0,69750,1,4,0,1,23129,365243,0,1,0,,2,59,2,63,1001,-938,0.179595851,0.190968752,34875,00106975014012312936524301022631001-938,0
10763,10763,0,0,1,0,130500,1,1,0,1,21461,365243,0,0,0,,2,9,2,58,1001,-943,0.337467417,0.357296375,65250,001013050011012146136524300022581001-943,0
10764,10764,0,1,0,0,247500,0,1,1,1,14887,2170,0,0,0,High skill tech staff,2,60,2,40,6,34,14.51017178,114.0552995,123750,01002475000111148872170000High skill tech staff2240634,0
10765,10765,0,0,1,1,67500,0,4,1,1,11900,3360,0,0,0,Accountants,3,25,2,32,10,22,4.423328965,20.08928571,22500,0011675000411119003360000Accountants32321022,0
10766,10766,0,0,1,0,180000,4,4,1,1,17075,2942,0,0,0,Laborers,2,38,2,46,9,37,8.992356497,61.1828688,90000,00101800004411170752942000Laborers2246937,0
10767,10767,0,0,1,0,292500,1,4,0,1,20493,365243,0,1,0,,2,4,1,56,1001,-945,0.758290644,0.800836703,146250,001029250014012049336524301021561001-945,0
10769,10769,0,1,0,0,180000,0,4,1,1,11388,1315,0,0,0,Core staff,2,48,1,31,4,27,14.16988113,136.8821293,90000,01001800000411113881315000Core staff2131427,0
10770,10770,0,0,1,0,126000,0,4,2,1,18374,3822,1,1,0,Sales staff,1,35,1,50,11,39,5.676698504,32.96703297,126000,00101260000421183743822110Sales staff11501139,0
10771,10771,0,1,1,0,144000,0,4,1,1,12116,2714,1,1,0,Drivers,2,19,2,33,8,25,9.710047202,53.05821665,72000,01101440000411121162714110Drivers2233825,0
10772,10772,0,0,1,1,315000,2,4,0,1,11206,2514,0,0,1,Core staff,3,14,2,30,7,23,22.95918367,125.2983294,105000,00113150002401112062514001Core staff3230723,0
10773,10773,0,0,0,0,360000,0,1,2,1,18168,3931,1,1,0,,1,27,2,49,11,38,16.29032988,91.5797507,360000,0000360000012118168393111012491138,0
10774,10774,0,1,1,0,90000,1,4,1,1,21454,365243,0,0,0,,2,32,2,58,1001,-943,0.232740363,0.246411293,45000,01109000014112145436524300022581001-943,0
10775,10775,0,0,1,0,202500,4,4,1,1,14523,3420,0,0,0,Core staff,2,54,2,39,10,29,11.28573817,59.21052632,101250,00102025004411145233420000Core staff22391029,0
10776,10776,0,0,0,0,121500,4,4,1,1,10159,1898,1,1,0,Sales staff,2,25,2,27,6,21,10.07713362,64.01475237,60750,00001215004411101591898110Sales staff2227621,0
10777,10777,0,0,0,2,73350,4,4,1,1,14321,7068,0,0,0,Medicine staff,4,47,1,39,20,19,3.429332835,10.37775891,18337.5,0002733504411143217068000Medicine staff41392019,0
10778,10778,0,0,1,0,157500,0,4,2,5,19523,259,0,0,0,,1,2,1,53,1,52,7.961783439,608.1081081,157500,00101575000425195232590001153152,0
10779,10779,0,1,1,1,225000,0,1,1,1,10298,1860,1,1,0,Managers,3,20,1,28,6,22,18.50633328,120.9677419,75000,01112250000111102981860110Managers3128622,0
10780,10780,0,1,1,0,675000,2,1,1,1,11912,2200,0,0,0,High skill tech staff,2,31,2,32,7,25,47.83163265,306.8181818,337500,01106750002111119122200000High skill tech staff2232725,0
10781,10781,0,0,0,0,360000,4,4,0,1,12523,5145,0,0,0,Laborers,2,31,2,34,15,19,20.37582069,69.97084548,180000,00003600004401125235145000Laborers22341519,0
10782,10782,0,0,0,1,270000,4,4,1,1,11868,400,0,0,0,Drivers,3,5,2,32,2,30,22.00847734,675,90000,0001270000441111868400000Drivers3232230,0
10783,10783,0,0,1,0,99000,1,4,1,1,23585,365243,0,0,0,,2,58,2,64,1001,-937,0.254611293,0.271052423,49500,00109900014112358536524300022641001-937,0
10784,10784,0,1,1,0,131400,1,4,1,1,23646,365243,0,0,0,,2,57,2,64,1001,-937,0.337885618,0.359760488,65700,011013140014112364636524300022641001-937,0
10785,10785,0,0,0,0,81000,2,4,3,1,9456,2118,1,0,0,,1,33,2,25,6,19,6.99844479,38.24362606,81000,0000810002431945621181001225619,0
10786,10786,0,0,1,0,112500,1,1,1,1,22037,365243,0,0,0,,2,7,0,60,1001,-941,0.290487503,0.308014117,56250,001011250011112203736524300020601001-941,0
10787,10787,0,0,0,0,144000,1,4,2,1,21481,365243,0,0,0,,1,6,1,58,1001,-943,0.372358581,0.394258069,144000,000014400014212148136524300011581001-943,0
10788,10788,0,0,0,1,112500,4,4,2,5,15390,1615,0,0,0,Laborers,2,39,2,42,5,37,6.615701264,69.65944272,56250,00011125004425153901615000Laborers2242537,0
10789,10789,0,0,0,1,180000,4,4,1,4,9762,1223,1,0,0,Laborers,3,28,0,26,4,22,16.38598088,147.1790679,60000,0001180000441497621223100Laborers3026422,0
10790,10790,0,1,1,1,180000,4,4,3,1,14887,1711,0,0,0,Laborers,2,30,2,40,5,35,10.84468008,105.2016365,90000,01111800004431148871711000Laborers2240535,0
10792,10792,0,0,1,1,225000,4,1,1,1,10382,1081,0,1,0,Sales staff,3,38,2,28,3,25,19.62836954,208.1406105,75000,00112250004111103821081010Sales staff3228325,0
10793,10793,0,0,1,1,360000,4,4,1,1,11760,187,0,0,1,Sales staff,3,47,2,32,1,31,30.1330878,1925.13369,120000,0011360000441111760187001Sales staff3232131,0
10795,10795,0,0,1,1,270000,4,4,1,1,16616,2722,1,1,0,Realty agents,3,37,2,45,8,37,13.96214707,99.19177076,90000,00112700004411166162722110Realty agents3245837,0
10796,10796,0,0,1,0,151200,4,1,3,1,8339,255,0,0,0,,1,1,0,22,1,21,17.59367,592.9411765,151200,0010151200413183392550001022121,0
10798,10798,0,1,1,0,270000,1,4,1,1,24194,365243,0,0,0,,2,16,1,66,1001,-935,0.693308545,0.73923388,135000,011027000014112419436524300021661001-935,0
10799,10799,0,0,1,0,157500,4,4,0,1,18221,1510,0,1,1,Sales staff,2,43,2,49,5,44,7.982362779,104.3046358,78750,00101575004401182211510011Sales staff2249544,0
10800,10800,0,1,1,0,90000,4,4,0,1,12821,155,0,0,0,Laborers,2,7,0,35,1,34,6.935881628,580.6451613,45000,011090000440112821155000Laborers2035134,0
10801,10801,0,0,1,0,202500,1,4,1,1,20661,365243,0,0,0,,2,18,2,56,1001,-945,0.524741905,0.55442541,101250,001020250014112066136524300022561001-945,0
10802,10802,0,1,1,0,76500,4,4,1,1,18177,2263,1,1,0,Laborers,2,59,0,49,7,42,3.742661448,33.80468405,38250,0110765004411181772263110Laborers2049742,0
10803,10803,0,0,0,0,315000,0,1,1,1,16188,309,1,1,1,Sales staff,2,9,2,44,1,43,19.0943808,1019.417476,157500,0000315000011116188309111Sales staff2244143,0
10804,10804,0,1,0,0,202500,4,4,1,1,10191,2218,0,0,0,Drivers,2,7,0,27,7,20,16.31880087,91.29846709,101250,01002025004411101912218000Drivers2027720,0
10805,10805,0,0,1,1,76500,4,1,2,1,11838,1112,0,0,0,Core staff,2,30,2,32,4,28,5.907335907,68.79496403,38250,0011765004121118381112000Core staff2232428,0
10806,10806,0,0,1,2,270000,4,4,1,1,13777,460,1,0,0,Laborers,4,11,2,37,2,35,18.96466952,586.9565217,67500,0012270000441113777460100Laborers4237235,0
10807,10807,0,0,1,2,135000,4,4,1,1,13534,2557,0,0,0,Laborers,4,37,2,37,8,29,8.389783109,52.7962456,33750,00121350004411135342557000Laborers4237829,0
10808,10808,0,0,1,2,99000,4,4,1,1,14226,1026,1,1,0,Laborers,4,20,2,38,3,35,6.490952006,96.49122807,24750,0012990004411142261026110Laborers4238335,0
10809,10809,0,0,0,0,94500,4,4,3,4,17836,2561,0,0,0,Security staff,1,43,2,48,8,40,4.63303427,36.89964857,94500,0000945004434178362561000Security staff1248840,0
10810,10810,0,0,1,0,157500,0,1,1,4,10347,2420,0,0,0,Core staff,2,18,2,28,7,21,12.33649252,65.08264463,78750,00101575000114103472420000Core staff2228721,0
10811,10811,0,1,0,1,225000,4,4,1,1,15243,7260,1,1,0,High skill tech staff,3,13,1,41,20,21,9.998666844,30.99173554,75000,01012250004411152437260110High skill tech staff31412021,0
10812,10812,0,0,1,0,90000,4,4,1,1,19899,3149,1,0,0,,2,45,1,54,9,45,3.904894134,28.58050175,45000,00109000044111989931491002154945,0
10813,10813,0,1,1,0,315000,1,4,3,1,21012,365243,0,0,0,,1,51,2,57,1001,-944,0.815523424,0.862439527,315000,011031500014312101236524300012571001-944,0
10814,10814,0,1,0,0,112500,4,1,1,1,11796,2134,0,0,0,Laborers,2,26,2,32,6,26,8.07609476,52.71790066,56250,01001125004111117962134000Laborers2232626,0
10815,10815,0,0,0,0,180000,0,1,3,5,8912,1017,0,0,0,,1,10,2,24,3,21,18.12871387,176.9911504,180000,00001800000135891210170001224321,0
10816,10816,0,0,1,1,202500,2,4,0,1,15975,8760,0,0,0,Private service staff,3,50,0,43,24,19,8.186779867,23.11643836,67500,00112025002401159758760000Private service staff30432419,0
10817,10817,0,0,1,0,112500,4,2,0,1,9301,1751,0,0,0,,2,49,1,25,5,20,10.17915309,64.24900057,56250,00101125004201930117510002125520,0
10818,10818,0,0,1,0,189000,0,4,1,1,20233,6218,1,1,0,,2,27,2,55,18,37,7.145287513,30.3956256,94500,0010189000041120233621811022551837,0
10819,10819,0,1,1,0,117000,4,4,1,2,17536,4113,0,1,0,Sales staff,2,24,1,48,12,36,5.40440667,28.4463895,58500,01101170004412175364113010Sales staff21481236,0
10820,10820,0,1,1,2,180000,4,1,1,1,13174,2477,0,0,0,Managers,4,27,2,36,7,29,11.50086256,72.66855067,45000,01121800004111131742477000Managers4236729,0
10821,10821,0,0,1,0,103500,4,4,1,1,15785,1308,0,0,0,Medicine staff,2,19,2,43,4,39,6.055110279,79.12844037,51750,00101035004411157851308000Medicine staff2243439,0
10822,10822,0,0,1,0,225000,4,4,1,1,21144,1692,0,0,0,Sales staff,2,19,2,57,5,52,9.852863899,132.9787234,112500,00102250004411211441692000Sales staff2257552,0
10823,10823,0,0,0,0,135000,4,4,3,1,11512,4711,0,0,0,,1,6,2,31,13,18,8.321518831,28.65633623,135000,0000135000443111512471100012311318,0
10824,10824,0,1,1,0,126000,0,4,1,1,10302,734,0,0,0,Core staff,2,4,2,28,3,25,11.41718014,171.6621253,63000,0110126000041110302734000Core staff2228325,0
10825,10825,1,0,1,0,112500,1,4,4,1,23570,365243,0,0,0,,1,8,1,64,1001,-937,0.289342177,0.308014117,112500,101011250014412357036524300011641001-937,0
10826,10826,0,0,1,0,90000,1,3,1,1,22319,365243,0,1,0,,2,46,2,61,1001,-940,0.232220909,0.246411293,45000,00109000013112231936524301022611001-940,0
10827,10827,0,1,1,0,180000,4,4,1,1,17158,2990,0,0,0,Sales staff,2,7,1,47,9,38,8.93388922,60.2006689,90000,01101800004411171582990000Sales staff2147938,0
10828,10828,0,1,1,0,292500,2,4,1,1,17663,1022,0,0,0,Low-skill Laborers,2,20,2,48,3,45,15.65426813,286.2035225,146250,01102925002411176631022000Low-skill Laborers2248345,0
10829,10829,0,1,1,0,157500,4,4,1,1,16712,2393,0,0,0,Core staff,2,52,1,45,7,38,8.243915205,65.81696615,78750,01101575004411167122393000Core staff2145738,0
10830,10830,0,1,1,2,121500,4,2,1,1,11327,101,1,1,0,Core staff,4,14,1,31,1,30,10.63178159,1202.970297,30375,0112121500421111327101110Core staff4131130,0
10831,10831,0,0,0,0,252000,1,4,0,1,21100,365243,0,0,0,,2,27,2,57,1001,-944,0.652270133,0.689951621,126000,000025200014012110036524300022571001-944,0
10832,10832,0,1,0,2,126000,0,4,1,1,12245,672,1,0,0,Laborers,4,6,2,33,2,31,9.754586978,187.5,31500,0102126000041112245672100Laborers4233231,0
10833,10833,0,0,1,0,72000,2,4,1,1,16788,5759,0,0,0,,2,44,2,45,16,29,3.19332949,12.50217052,36000,001072000241116788575900022451629,0
10834,10834,0,0,1,1,225000,4,4,1,1,13788,640,1,0,0,Laborers,3,27,2,37,2,35,15.59467702,351.5625,75000,0011225000441113788640100Laborers3237235,0
10835,10835,0,1,1,1,135000,4,4,1,1,14935,1753,0,1,0,Sales staff,3,29,2,40,5,35,8.089645254,77.01083856,45000,01111350004411149351753010Sales staff3240535,0
10836,10836,0,0,1,0,135000,1,1,1,1,21226,365243,0,0,0,,2,13,2,58,1001,-943,0.349316504,0.36961694,67500,001013500011112122636524300022581001-943,0
10837,10837,0,0,1,0,90000,1,4,3,1,23262,365243,0,1,0,,1,8,1,63,1001,-938,0.23165725,0.246411293,90000,00109000014312326236524301011631001-938,0
10838,10838,0,0,0,0,135000,4,4,1,1,17143,5507,0,1,0,,2,53,1,46,16,30,5.960264901,24.51425459,67500,0000135000441117143550701021461630,0
10839,10839,0,0,1,1,112500,2,2,0,1,10926,3570,0,1,0,Secretaries,3,30,2,29,10,19,7.760761589,31.51260504,37500,00111125002201109263570010Secretaries32291019,0
10840,10840,0,0,0,0,135000,1,4,1,1,22765,365243,0,1,0,,2,10,2,62,1001,-939,0.34793097,0.36961694,67500,000013500014112276536524301022621001-939,0
10841,10841,0,1,1,0,270000,4,4,1,1,12257,1463,0,0,0,Laborers,2,52,2,33,5,28,19.67930029,184.5522898,135000,01102700004411122571463000Laborers2233528,0
10842,10842,0,1,1,0,144000,1,4,0,1,21406,365243,0,1,0,,2,42,2,58,1001,-943,0.372430809,0.394258069,72000,011014400014012140636524301022581001-943,0
10843,10843,0,1,0,1,148500,0,4,1,1,12930,2865,1,1,0,Drivers,3,14,2,35,8,27,9.401709402,51.83246073,49500,01011485000411129302865110Drivers3235827,0
10844,10844,0,0,1,0,180000,4,4,3,1,14279,2939,0,0,0,Sales staff,1,40,2,39,9,30,10.45417586,61.24532154,180000,00101800004431142792939000Sales staff1239930,0
10845,10845,0,0,1,0,180000,1,4,1,1,19721,365243,0,0,0,,2,55,2,54,1001,-947,0.467576189,0.492822587,90000,001018000014111972136524300022541001-947,0
10846,10846,0,0,0,0,225000,0,1,1,5,9412,959,0,1,0,IT staff,2,9,1,25,3,22,21.69511137,234.6193952,112500,000022500001159412959010IT staff2125322,0
10847,10847,0,1,0,2,207000,0,4,1,1,13297,762,0,0,0,Sales staff,4,4,2,36,3,33,14.72366456,271.6535433,51750,0102207000041113297762000Sales staff4236333,0
10848,10848,0,1,0,0,166500,4,1,1,5,10435,1713,1,0,0,Core staff,2,30,1,28,5,23,13.70595983,97.19789842,83250,01001665004115104351713100Core staff2128523,0
10849,10849,0,1,0,0,117000,1,4,0,1,21585,365243,0,1,0,,2,36,2,59,1001,-942,0.302460008,0.320334681,58500,010011700014012158536524301022591001-942,0
10850,10850,0,0,0,0,76500,4,4,1,1,16876,97,1,0,0,,2,20,2,46,1,45,4.507158428,788.6597938,38250,000076500441116876971002246145,0
10851,10851,0,1,1,0,387000,4,1,1,1,20700,626,1,0,0,Managers,2,30,1,56,2,54,18.14686298,618.2108626,193500,0110387000411120700626100Managers2156254,0
10853,10853,0,0,0,0,157500,4,4,3,5,9020,1039,0,0,0,Sales staff,1,14,1,24,3,21,15.65762004,151.5880654,157500,0000157500443590201039000Sales staff1124321,0
10854,10854,0,1,1,0,157500,4,4,1,1,10357,1038,0,0,0,,2,22,2,28,3,25,13.82185169,151.734104,78750,011015750044111035710380002228325,0
10855,10855,0,1,1,0,135000,4,4,1,1,16548,1350,0,0,0,Core staff,2,9,2,45,4,41,7.542742206,100,67500,01101350004411165481350000Core staff2245441,0
10856,10856,0,0,0,0,135000,4,4,3,1,9275,493,0,0,0,Laborers,1,0,0,25,2,23,13.82063882,273.8336714,135000,000013500044319275493000Laborers1025223,0
10858,10858,0,0,1,0,112500,1,1,1,1,22037,365243,0,0,0,,2,25,1,60,1001,-941,0.290487503,0.308014117,56250,001011250011112203736524300021601001-941,0
10859,10859,0,1,1,0,135000,0,2,0,1,9497,1052,0,0,0,Laborers,2,13,2,26,3,23,12.79742156,128.3269962,67500,0110135000020194971052000Laborers2226323,0
10860,10860,0,0,0,1,81000,4,4,1,1,14290,1308,0,1,0,Cooking staff,3,3,2,39,4,35,5.192973458,61.9266055,27000,0001810004411142901308010Cooking staff3239435,0
10861,10861,0,0,1,1,112500,4,4,1,1,10406,2774,0,0,1,Core staff,3,29,1,28,8,20,8.535660091,40.55515501,37500,00111125004411104062774001Core staff3128820,0
10862,10862,0,0,1,2,99000,0,1,1,1,12752,433,0,1,0,Accountants,4,12,2,34,2,32,7.508532423,228.6374134,24750,001299000011112752433010Accountants4234232,0
10863,10863,0,1,0,0,135000,4,4,1,1,19010,6761,1,1,0,Cleaning staff,2,53,1,52,19,33,5.238446316,19.96746043,67500,01001350004411190106761110Cleaning staff21521933,0
10864,10864,1,0,1,0,247500,1,4,4,1,24511,365243,0,0,0,,1,18,2,67,1001,-934,0.635015933,0.677631057,247500,101024750014412451136524300012671001-934,0
10865,10865,0,1,1,0,225000,4,4,1,1,20145,1043,0,0,0,Laborers,2,29,2,55,3,52,10.61921843,215.7238734,112500,01102250004411201451043000Laborers2255352,0
10866,10866,0,0,1,2,202500,4,3,1,1,13483,5204,0,0,1,Laborers,4,52,2,36,15,21,10.83641034,38.9123751,50625,00122025004311134835204001Laborers42361521,0
10867,10867,0,1,1,2,144000,4,4,1,1,11086,2937,1,1,0,,4,38,2,30,9,21,10.26884404,49.02962206,36000,011214400044111108629371104230921,0
10868,10868,0,1,1,1,225000,0,4,3,1,14939,5384,1,0,0,Laborers,2,47,1,40,15,25,11.07120012,41.79049034,112500,01112250000431149395384100Laborers21401525,0
