,index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,family_size,begin_month,credit,num_card,Age,career_year,career_start_age,ability,ability2,income_unit
3248,3248,0,1,1,0,450000.0,0,1,1,1,18362,2141.0,0,0,0,2.0,22.0,2.0,3,50,6.0,44.0,21.948007608642637,210.18215787015413,225000.0
20330,20330,0,0,1,0,450000.0,0,1,1,1,18725,3603.0,0,1,0,2.0,60.0,1.0,1,51,10.0,41.0,20.154066642780364,124.89592006661115,225000.0
16249,16249,1,0,0,0,450000.0,4,4,1,1,18826,686.0,0,0,0,2.0,9.0,0.0,3,51,2.0,49.0,23.062730627306273,655.9766763848396,225000.0
7998,7998,1,0,0,0,450000.0,4,4,1,1,18826,686.0,0,0,0,2.0,3.0,1.0,1,51,2.0,49.0,23.062730627306273,655.9766763848396,225000.0
10027,10027,1,0,0,0,450000.0,4,4,1,1,18826,686.0,0,0,0,2.0,7.0,2.0,7,51,2.0,49.0,23.062730627306273,655.9766763848396,225000.0
8268,8268,1,0,0,0,450000.0,4,1,2,1,19046,1002.0,0,1,0,1.0,56.0,1.0,3,52,3.0,49.0,22.446129289704707,449.10179640718565,450000.0
26303,26303,0,0,1,0,450000.0,0,1,1,1,19080,1851.0,0,1,0,2.0,28.0,1.0,2,52,6.0,46.0,21.499211695571162,243.11183144246354,225000.0
24186,24186,0,1,1,0,450000.0,4,1,1,1,19087,4434.0,0,1,0,2.0,22.0,1.0,1,52,13.0,39.0,19.13183963266868,101.48849797023004,225000.0
8235,8235,0,1,1,0,450000.0,4,1,1,1,19087,4434.0,0,1,0,2.0,48.0,2.0,5,52,13.0,39.0,19.13183963266868,101.48849797023004,225000.0
19750,19750,1,1,1,0,450000.0,0,4,0,1,19730,3016.0,0,0,1,2.0,35.0,2.0,2,54,9.0,45.0,19.783698232656292,149.20424403183023,225000.0
13320,13320,1,1,1,0,450000.0,2,1,1,1,19737,5359.0,0,0,0,2.0,41.0,0.0,3,54,15.0,39.0,17.931144405482947,83.97089009143497,225000.0
18559,18559,1,1,1,0,450000.0,2,1,1,1,19737,5359.0,0,0,0,2.0,35.0,2.0,1,54,15.0,39.0,17.931144405482947,83.97089009143497,225000.0
7568,7568,1,1,0,0,450000.0,0,1,1,1,19783,5521.0,1,1,0,2.0,45.0,1.0,2,54,16.0,38.0,17.783749604805564,81.50697337438869,225000.0
26159,26159,1,1,0,0,450000.0,1,1,1,1,19783,5521.0,1,1,0,2.0,46.0,2.0,1,54,16.0,38.0,17.783749604805564,81.50697337438869,225000.0
25644,25644,1,1,1,0,450000.0,2,1,1,1,19804,1161.0,0,0,0,2.0,44.0,0.0,1,54,4.0,50.0,21.464345337467208,387.5968992248062,225000.0
21612,21612,1,1,1,0,450000.0,2,1,1,1,19804,1161.0,0,0,0,2.0,34.0,2.0,2,54,4.0,50.0,21.464345337467208,387.5968992248062,225000.0
20700,20700,1,0,1,0,450000.0,2,1,3,1,20142,3093.0,0,1,1,1.0,7.0,2.0,6,55,9.0,46.0,19.367333763718527,145.4898157129001,450000.0
25757,25757,1,0,0,0,450000.0,4,1,1,5,20343,1838.0,1,1,0,2.0,56.0,2.0,4,55,6.0,49.0,20.28763356025427,244.83133841131664,225000.0
21076,21076,1,0,1,0,450000.0,1,4,3,1,20942,10585.0,0,0,1,1.0,30.0,2.0,1,57,29.0,28.0,1.1652446366378808,1.232056466516812,450000.0
13723,13723,1,0,0,0,450000.0,1,4,1,2,21406,10585.0,0,0,0,2.0,14.0,1.0,1,58,29.0,29.0,1.1638462791834454,1.232056466516812,225000.0
3236,3236,1,0,0,0,450000.0,1,4,1,2,21406,10585.0,0,0,0,2.0,5.0,2.0,2,58,29.0,29.0,1.1638462791834454,1.232056466516812,225000.0
15914,15914,1,0,1,0,450000.0,4,4,1,1,21480,4660.0,1,0,0,2.0,29.0,2.0,7,58,13.0,45.0,17.214996174445293,96.56652360515021,225000.0
10435,10435,0,1,1,0,450000.0,0,4,1,1,21542,5583.0,1,1,0,2.0,16.0,2.0,1,59,16.0,43.0,16.589861751152075,80.60182697474477,225000.0
15822,15822,1,1,1,0,450000.0,1,0,0,1,21588,10585.0,0,1,0,2.0,17.0,2.0,1,59,29.0,30.0,1.1632987015001384,1.232056466516812,225000.0
14161,14161,0,1,1,0,450000.0,4,4,1,1,21935,4092.0,1,0,0,2.0,22.0,2.0,1,60,12.0,48.0,17.28973758020517,109.97067448680352,225000.0
19888,19888,1,0,1,0,450000.0,1,4,1,1,21952,10585.0,0,1,1,2.0,25.0,2.0,1,60,29.0,31.0,1.1622050904582961,1.232056466516812,225000.0
1218,1218,1,1,1,0,450000.0,1,1,4,1,22083,10585.0,0,1,0,1.0,14.0,2.0,4,60,29.0,31.0,1.161812013652582,1.232056466516812,450000.0
20574,20574,1,0,0,0,450000.0,1,1,1,1,22094,10585.0,0,0,0,2.0,2.0,1.0,1,60,29.0,31.0,1.161779019303604,1.232056466516812,225000.0
23673,23673,1,1,1,0,450000.0,2,1,1,1,22889,221.0,0,1,0,2.0,27.0,2.0,7,62,1.0,61.0,19.472090004327132,2036.1990950226245,225000.0
21535,21535,0,1,1,0,450000.0,1,1,1,1,23451,10585.0,0,0,0,2.0,0.0,1.0,1,64,29.0,35.0,1.1577230417757929,1.232056466516812,225000.0
19651,19651,0,0,1,0,450000.0,1,1,1,1,23454,10585.0,0,1,0,2.0,5.0,2.0,1,64,29.0,35.0,1.1577141063604812,1.232056466516812,225000.0
7412,7412,1,0,1,0,450000.0,4,4,1,1,23488,5150.0,0,1,0,2.0,44.0,1.0,2,64,15.0,49.0,15.713387806411061,87.37864077669903,225000.0
19627,19627,0,0,1,0,450000.0,0,4,1,1,23674,2087.0,0,0,0,2.0,3.0,0.0,2,64,6.0,58.0,17.468265983463375,215.6205079060853,225000.0
18001,18001,0,0,1,0,450000.0,0,4,1,1,23674,2087.0,0,0,0,2.0,24.0,1.0,6,64,6.0,58.0,17.468265983463375,215.6205079060853,225000.0
96,96,0,0,1,0,450000.0,0,4,1,1,23674,2087.0,0,0,0,2.0,56.0,2.0,1,64,6.0,58.0,17.468265983463375,215.6205079060853,225000.0
12030,12030,1,1,1,0,45900.0,1,4,4,1,20282,10585.0,0,1,0,1.0,42.0,2.0,2,55,29.0,26.0,0.11905842682056936,0.12566975958471482,45900.0
13436,13436,0,1,0,0,459000.0,0,4,1,1,15980,119.0,1,1,0,2.0,36.0,1.0,2,43,1.0,42.0,28.511087645195353,3857.1428571428573,229500.0
167,167,0,1,0,0,459000.0,0,4,1,1,15980,119.0,1,1,0,2.0,14.0,2.0,3,43,1.0,42.0,28.511087645195353,3857.1428571428573,229500.0
316,316,1,1,1,0,463500.0,4,1,1,1,20848,4090.0,1,1,0,2.0,34.0,0.0,2,57,12.0,45.0,18.586093511909535,113.32518337408312,231750.0
20632,20632,1,1,1,0,463500.0,4,1,1,1,20848,4090.0,1,1,0,2.0,57.0,1.0,1,57,12.0,45.0,18.586093511909535,113.32518337408312,231750.0
16837,16837,1,1,1,0,463500.0,4,1,1,1,20848,4090.0,1,1,0,2.0,13.0,2.0,1,57,12.0,45.0,18.586093511909535,113.32518337408312,231750.0
25351,25351,0,1,1,0,468000.0,2,4,1,1,14887,3117.0,0,0,0,2.0,41.0,1.0,2,40,9.0,31.0,25.99422350588758,150.14436958614053,234000.0
18828,18828,0,0,1,0,46948.5,1,4,3,1,21167,10585.0,0,0,0,1.0,5.0,1.0,5,57,29.0,28.0,0.1214991848037059,0.12854045115169901,46948.5
22455,22455,0,0,0,0,47250.0,1,1,1,1,21017,10585.0,0,0,0,2.0,29.0,2.0,1,57,29.0,28.0,0.12232693004711852,0.12936592898426527,23625.0
10159,10159,1,0,1,0,47250.0,1,4,1,2,21414,10585.0,0,1,0,2.0,51.0,2.0,6,58,29.0,29.0,0.12220133089534135,0.12936592898426527,23625.0
15261,15261,1,0,0,0,47250.0,1,4,1,1,23815,10585.0,0,0,0,2.0,14.0,2.0,2,65,29.0,36.0,0.1214471878228953,0.12936592898426527,23625.0
25199,25199,0,1,1,0,472500.0,4,4,1,1,19099,3413.0,0,0,0,2.0,35.0,2.0,5,52,10.0,42.0,20.988805970149254,138.44125402871373,236250.0
16658,16658,1,0,0,0,49500.0,4,4,1,1,11624,949.0,1,1,0,2.0,7.0,1.0,1,31,3.0,28.0,3.937007874015748,52.16016859852476,24750.0
21388,21388,1,0,0,0,49500.0,4,4,1,1,11624,949.0,1,1,0,2.0,6.0,2.0,2,31,3.0,28.0,3.937007874015748,52.16016859852476,24750.0
3245,3245,1,0,0,0,49500.0,4,4,1,1,18587,195.0,1,0,0,2.0,20.0,2.0,2,50,1.0,49.0,2.6355020764561816,253.84615384615384,24750.0
19362,19362,1,0,0,0,49500.0,1,1,1,2,21157,10585.0,0,0,0,2.0,18.0,0.0,4,57,29.0,28.0,0.1281055900621118,0.13552621131684933,24750.0
4730,4730,1,0,0,0,49500.0,1,1,1,2,21157,10585.0,0,0,0,2.0,11.0,1.0,2,57,29.0,28.0,0.1281055900621118,0.13552621131684933,24750.0
19968,19968,1,0,0,0,49500.0,1,1,1,2,21157,10585.0,0,0,0,2.0,11.0,2.0,7,57,29.0,28.0,0.1281055900621118,0.13552621131684933,24750.0
6075,6075,1,0,1,0,49500.0,1,4,1,1,21371,10585.0,0,0,0,2.0,40.0,2.0,1,58,29.0,29.0,0.12803468058580392,0.13552621131684933,24750.0
7367,7367,1,0,1,0,49500.0,1,4,1,1,21768,10585.0,0,1,0,2.0,11.0,2.0,4,59,29.0,30.0,0.12790334124869837,0.13552621131684933,24750.0
501,501,0,0,1,0,49500.0,1,4,0,1,22129,10585.0,0,0,0,2.0,1.0,0.0,1,60,29.0,31.0,0.127784145472569,0.13552621131684933,24750.0
24195,24195,0,0,1,0,49500.0,1,4,0,1,22129,10585.0,0,0,0,2.0,1.0,1.0,3,60,29.0,31.0,0.127784145472569,0.13552621131684933,24750.0
8571,8571,1,0,1,0,49500.0,1,4,2,1,22295,10585.0,0,1,0,1.0,37.0,2.0,1,61,29.0,32.0,0.1277294097611073,0.13552621131684933,49500.0
5684,5684,1,0,1,0,49500.0,1,4,1,1,22446,10585.0,0,0,0,2.0,47.0,2.0,5,61,29.0,32.0,0.12767966075901044,0.13552621131684933,24750.0
14575,14575,1,0,1,0,49500.0,1,4,1,1,22993,10585.0,0,1,0,2.0,18.0,1.0,4,62,29.0,33.0,0.12749976818223968,0.13552621131684933,24750.0
8593,8593,1,0,1,0,49500.0,1,4,4,1,23181,10585.0,0,1,0,1.0,3.0,0.0,1,63,29.0,34.0,0.1274380573805944,0.13552621131684933,49500.0
17155,17155,1,0,0,0,49500.0,1,4,1,1,23753,10585.0,0,0,0,2.0,5.0,1.0,1,65,29.0,36.0,0.1272506658166151,0.13552621131684933,24750.0
17078,17078,1,0,1,0,49500.0,1,4,3,2,23825,10585.0,0,0,0,1.0,7.0,2.0,1,65,29.0,36.0,0.12722711711063361,0.13552621131684933,49500.0
18358,18358,1,0,0,0,49500.0,1,4,4,1,23871,10585.0,0,0,0,1.0,45.0,1.0,1,65,29.0,36.0,0.1272120766664782,0.13552621131684933,49500.0
2425,2425,1,0,0,0,49500.0,1,4,4,1,23871,10585.0,0,0,0,1.0,45.0,2.0,1,65,29.0,36.0,0.1272120766664782,0.13552621131684933,49500.0
8003,8003,1,0,1,0,49500.0,1,4,4,1,24143,10585.0,0,1,0,1.0,0.0,0.0,1,66,29.0,37.0,0.1271232144966691,0.13552621131684933,49500.0
14553,14553,1,0,1,0,495000.0,0,1,1,1,10684,1032.0,0,0,0,2.0,4.0,2.0,2,29,3.0,26.0,42.24991464663708,479.6511627906977,247500.0
20114,20114,0,1,1,0,495000.0,4,4,3,4,14358,5373.0,0,0,0,1.0,4.0,2.0,6,39,15.0,24.0,25.087425878059907,92.12730318257957,495000.0
25813,25813,0,0,1,0,495000.0,0,4,0,1,16741,658.0,0,0,0,2.0,57.0,2.0,3,45,2.0,43.0,28.449910914420368,752.2796352583587,247500.0
16526,16526,0,1,0,0,495000.0,0,1,3,1,19130,5483.0,1,1,0,1.0,12.0,2.0,1,52,16.0,36.0,20.11132328444318,90.27904431880357,495000.0
2407,2407,1,0,1,0,495000.0,0,1,1,1,19682,3880.0,0,1,1,2.0,55.0,1.0,1,53,11.0,42.0,21.008403361344538,127.57731958762886,247500.0
11895,11895,1,0,1,0,495000.0,0,1,1,1,19682,3880.0,0,1,1,2.0,52.0,2.0,4,53,11.0,42.0,21.008403361344538,127.57731958762886,247500.0
8393,8393,0,0,1,0,495000.0,1,4,1,1,20464,10585.0,0,0,1,2.0,2.0,1.0,1,56,29.0,27.0,1.2833575745319634,1.3552621131684932,247500.0
15354,15354,0,0,1,0,495000.0,1,4,1,1,20464,10585.0,0,0,1,2.0,4.0,2.0,1,56,29.0,27.0,1.2833575745319634,1.3552621131684932,247500.0
15490,15490,1,0,1,0,495000.0,1,4,4,1,21596,10585.0,0,1,0,1.0,7.0,1.0,1,59,29.0,30.0,1.279602108370666,1.3552621131684932,495000.0
11102,11102,1,0,1,0,495000.0,1,4,4,1,21596,10585.0,0,1,0,1.0,18.0,2.0,2,59,29.0,30.0,1.279602108370666,1.3552621131684932,495000.0
24087,24087,0,1,1,0,495000.0,1,1,3,1,22867,10585.0,0,0,0,1.0,50.0,2.0,1,62,29.0,33.0,1.2754116101105357,1.3552621131684932,495000.0
802,802,0,1,1,0,495000.0,4,2,1,5,8917,1101.0,0,0,1,2.0,9.0,1.0,2,24,4.0,20.0,49.4110600918347,449.59128065395095,247500.0
51,51,0,1,1,0,495000.0,4,2,1,5,8917,1101.0,0,0,1,2.0,10.0,2.0,1,24,4.0,20.0,49.4110600918347,449.59128065395095,247500.0
1125,1125,1,1,1,0,50850.0,1,1,1,1,21864,10585.0,0,0,0,2.0,4.0,2.0,4,59,29.0,30.0,0.13135902993229262,0.13922238071639978,25425.0
13842,13842,1,0,1,0,51750.0,4,4,1,1,17166,2514.0,0,0,0,2.0,9.0,0.0,1,47,7.0,40.0,2.629573170731707,20.58472553699284,25875.0
6327,6327,0,0,1,0,517500.0,0,1,3,1,10635,287.0,0,0,0,1.0,19.0,0.0,2,29,1.0,28.0,47.38143197216627,1803.135888501742,517500.0
8688,8688,1,1,1,0,517500.0,2,1,1,1,16274,7172.0,0,0,0,2.0,46.0,2.0,2,44,20.0,24.0,22.07199522306577,72.15560513106526,258750.0
17453,17453,0,1,1,0,517500.0,1,1,1,1,16481,10585.0,0,0,0,2.0,15.0,2.0,2,45,29.0,16.0,1.3556915467720132,1.416864936494334,258750.0
19346,19346,1,0,1,0,54000.0,4,4,2,1,11531,1357.0,0,0,0,1.0,5.0,2.0,1,31,4.0,27.0,4.189944134078212,39.793662490788506,54000.0
25924,25924,1,0,1,0,54000.0,4,4,0,1,12000,491.0,0,1,0,2.0,9.0,2.0,1,32,2.0,30.0,4.323112641101593,109.979633401222,27000.0
8139,8139,1,0,1,0,54000.0,4,1,1,1,13768,747.0,0,0,0,2.0,34.0,2.0,1,37,3.0,34.0,3.7202893558387875,72.28915662650603,27000.0
14064,14064,1,0,0,0,54000.0,4,4,0,1,14415,1801.0,1,0,0,2.0,39.0,0.0,1,39,5.0,34.0,3.330044400592008,29.983342587451414,27000.0
11045,11045,1,0,0,0,54000.0,4,4,0,1,14415,1801.0,1,0,0,2.0,41.0,1.0,1,39,5.0,34.0,3.330044400592008,29.983342587451414,27000.0
12169,12169,1,0,0,0,54000.0,4,1,1,1,14923,4723.0,1,0,0,2.0,16.0,1.0,6,40,13.0,27.0,2.7486511249109236,11.433410967605335,27000.0
7486,7486,1,0,0,0,54000.0,4,1,1,1,14923,4723.0,1,0,0,2.0,58.0,2.0,3,40,13.0,27.0,2.7486511249109236,11.433410967605335,27000.0
14873,14873,1,0,1,0,54000.0,4,1,1,1,15366,339.0,0,0,0,2.0,52.0,2.0,1,42,1.0,41.0,3.438395415472779,159.2920353982301,27000.0
7505,7505,1,0,1,0,54000.0,0,4,1,1,18350,3609.0,0,0,0,2.0,47.0,2.0,1,50,10.0,40.0,2.45912837560909,14.962593516209477,27000.0
22331,22331,1,0,1,0,54000.0,4,4,1,1,18651,7752.0,1,1,0,2.0,17.0,2.0,4,51,22.0,29.0,2.0452221338484264,6.96594427244582,27000.0
14794,14794,0,1,1,0,54000.0,4,4,1,1,19986,891.0,1,1,0,2.0,28.0,2.0,1,54,3.0,51.0,2.5865785313981893,60.60606060606061,27000.0
7016,7016,0,0,1,0,54000.0,4,4,3,1,20018,1831.0,0,0,0,1.0,12.0,2.0,1,54,6.0,48.0,2.4715089935466152,29.49208083014746,54000.0
5615,5615,1,0,0,0,54000.0,1,4,1,1,20106,10585.0,0,1,0,2.0,2.0,1.0,1,55,29.0,26.0,0.14013271086729173,0.14784677598201745,27000.0
24085,24085,1,0,0,0,54000.0,1,4,3,1,20132,10585.0,0,0,0,1.0,0.0,1.0,3,55,29.0,26.0,0.14012325656827765,0.14784677598201745,54000.0
18104,18104,1,0,0,0,54000.0,1,4,3,1,20132,10585.0,0,0,0,1.0,15.0,2.0,1,55,29.0,26.0,0.14012325656827765,0.14784677598201745,54000.0
14438,14438,0,0,1,0,54000.0,4,4,1,1,20162,1899.0,1,0,0,2.0,31.0,2.0,1,55,6.0,49.0,2.447758487829201,28.436018957345972,27000.0
22327,22327,1,1,1,0,54000.0,1,4,1,1,20266,10585.0,0,1,0,2.0,55.0,2.0,1,55,29.0,26.0,0.14007455078869754,0.14784677598201745,27000.0
5890,5890,1,0,1,0,54000.0,1,4,1,1,20496,10585.0,0,0,0,2.0,29.0,2.0,3,56,29.0,27.0,0.139991030204361,0.14784677598201745,27000.0
19425,19425,1,0,1,0,54000.0,1,4,1,1,20830,10585.0,0,0,0,2.0,41.0,2.0,2,57,29.0,28.0,0.13986992097349465,0.14784677598201745,27000.0
5104,5104,0,1,0,0,54000.0,4,4,1,1,21815,13800.0,0,1,0,2.0,49.0,0.0,1,59,38.0,21.0,1.5162150779166081,3.9130434782608696,27000.0
24544,24544,1,0,0,0,54000.0,1,4,4,1,21850,10585.0,0,1,0,1.0,6.0,0.0,1,59,29.0,30.0,0.13950136013826134,0.14784677598201745,54000.0
10226,10226,1,0,0,0,54000.0,1,4,4,1,22127,10585.0,0,0,0,1.0,40.0,0.0,1,60,29.0,31.0,0.13940160569997675,0.14784677598201745,54000.0
9353,9353,1,0,1,0,54000.0,1,3,1,1,22276,10585.0,0,0,0,2.0,32.0,0.0,1,61,29.0,32.0,0.1393480061622785,0.14784677598201745,27000.0
10606,10606,0,0,1,0,54000.0,1,4,1,1,22680,10585.0,0,0,0,2.0,13.0,2.0,1,62,29.0,33.0,0.13920288304637776,0.14784677598201745,27000.0
5447,5447,1,0,0,0,54000.0,1,1,1,1,22702,10585.0,0,0,0,2.0,42.0,2.0,2,62,29.0,33.0,0.1391949889803967,0.14784677598201745,27000.0
21571,21571,1,0,1,0,54000.0,1,4,4,1,22739,10585.0,0,1,0,1.0,31.0,2.0,1,62,29.0,33.0,0.1391817146156265,0.14784677598201745,54000.0
25247,25247,1,0,0,0,54000.0,1,4,1,1,22780,10585.0,0,0,0,2.0,4.0,2.0,1,62,29.0,33.0,0.13916700814126998,0.14784677598201745,27000.0
19374,19374,1,0,1,0,54000.0,1,4,4,1,22898,10585.0,0,0,1,1.0,42.0,2.0,2,62,29.0,33.0,0.13912469952929477,0.14784677598201745,54000.0
6320,6320,1,1,0,0,54000.0,1,4,1,1,22983,10585.0,0,0,0,2.0,15.0,2.0,4,62,29.0,33.0,0.13909423892268935,0.14784677598201745,27000.0
17844,17844,0,0,0,0,54000.0,1,3,1,1,23030,10585.0,0,0,0,2.0,52.0,0.0,1,63,29.0,34.0,0.13907740172507488,0.14784677598201745,27000.0
8047,8047,0,0,1,0,54000.0,1,4,1,1,23462,10585.0,0,0,0,2.0,17.0,2.0,1,64,29.0,35.0,0.13892283351127463,0.14784677598201745,27000.0
8067,8067,1,0,1,0,54000.0,1,4,4,1,24026,10585.0,0,1,0,1.0,30.0,0.0,1,65,29.0,36.0,0.13872155244830695,0.14784677598201745,54000.0
2956,2956,1,0,1,0,54000.0,1,4,1,1,24044,10585.0,0,1,0,2.0,34.0,1.0,1,65,29.0,36.0,0.13871513818853443,0.14784677598201745,27000.0
20491,20491,1,0,1,0,54000.0,1,4,1,1,24044,10585.0,0,1,0,2.0,36.0,2.0,3,65,29.0,36.0,0.13871513818853443,0.14784677598201745,27000.0
138,138,1,0,1,0,54000.0,1,4,1,1,24367,10585.0,0,0,0,2.0,2.0,0.0,1,66,29.0,37.0,0.1386001386001386,0.14784677598201745,27000.0
25750,25750,1,0,1,0,54000.0,1,4,1,1,24367,10585.0,0,0,0,2.0,26.0,2.0,1,66,29.0,37.0,0.1386001386001386,0.14784677598201745,27000.0
15869,15869,1,0,1,0,54000.0,1,1,1,1,24507,10585.0,0,0,0,2.0,1.0,1.0,1,67,29.0,38.0,0.13855035279025016,0.14784677598201745,27000.0
7069,7069,1,0,1,0,54000.0,1,1,1,1,24507,10585.0,0,0,0,2.0,52.0,2.0,2,67,29.0,38.0,0.13855035279025016,0.14784677598201745,27000.0
25726,25726,1,1,1,0,54000.0,2,4,3,1,8627,1537.0,0,0,0,1.0,37.0,2.0,4,23,5.0,18.0,5.312868949232586,35.13337670787248,54000.0
1981,1981,0,1,0,0,540000.0,0,4,3,4,10499,1727.0,0,0,0,1.0,12.0,2.0,3,28,5.0,23.0,44.16816620317356,312.68094962362477,540000.0
8353,8353,1,1,1,0,540000.0,4,1,2,1,13151,3725.0,0,0,0,1.0,47.0,2.0,4,36,11.0,25.0,31.99810381607016,144.96644295302013,540000.0
22981,22981,1,1,1,0,540000.0,0,1,1,1,13758,2535.0,0,0,1,2.0,46.0,0.0,3,37,7.0,30.0,33.14306757503222,213.01775147928993,270000.0
8863,8863,1,1,1,0,540000.0,0,1,1,1,13758,2535.0,0,0,1,2.0,28.0,2.0,3,37,7.0,30.0,33.14306757503222,213.01775147928993,270000.0
3222,3222,0,1,0,0,540000.0,0,1,1,5,13806,5310.0,1,1,0,2.0,47.0,2.0,1,37,15.0,22.0,28.24858757062147,101.69491525423729,270000.0
7313,7313,0,1,0,0,540000.0,0,2,1,1,14342,1365.0,1,1,0,2.0,20.0,2.0,1,39,4.0,35.0,34.379575985229515,395.6043956043956,270000.0
18572,18572,0,1,1,0,540000.0,0,1,3,1,15238,2410.0,0,1,0,1.0,13.0,2.0,1,41,7.0,34.0,30.598368087035357,224.06639004149378,540000.0
20319,20319,1,1,1,0,540000.0,0,1,1,1,15702,185.0,0,1,0,2.0,7.0,0.0,5,43,1.0,42.0,33.99005476175489,2918.9189189189187,270000.0
19367,19367,1,1,1,0,540000.0,0,1,1,1,15702,185.0,0,1,0,2.0,21.0,2.0,3,43,1.0,42.0,33.99005476175489,2918.9189189189187,270000.0
20372,20372,0,1,0,0,540000.0,0,1,1,1,17249,1688.0,0,0,0,2.0,44.0,2.0,7,47,5.0,42.0,28.51560437239267,319.90521327014216,270000.0
12728,12728,0,1,0,0,540000.0,0,1,1,1,17504,6102.0,0,1,0,2.0,12.0,0.0,1,47,17.0,30.0,22.875540116919428,88.49557522123894,270000.0
25025,25025,0,1,0,0,540000.0,0,1,1,1,17504,6102.0,0,1,0,2.0,45.0,2.0,3,47,17.0,30.0,22.875540116919428,88.49557522123894,270000.0
7637,7637,1,0,1,0,540000.0,4,1,1,1,18373,2935.0,0,0,1,2.0,15.0,1.0,1,50,9.0,41.0,25.34259433076779,183.98637137989778,270000.0
9315,9315,1,0,1,0,540000.0,0,4,1,1,18964,1442.0,0,1,0,2.0,41.0,2.0,1,51,4.0,47.0,26.462805057336077,374.47988904299586,270000.0
24237,24237,1,1,1,0,540000.0,0,1,2,1,19347,104.0,0,1,1,1.0,4.0,2.0,1,53,1.0,52.0,27.76206878823711,5192.307692307692,540000.0
4580,4580,0,1,1,0,540000.0,4,4,0,1,19390,2899.0,0,0,0,2.0,14.0,2.0,1,53,8.0,45.0,24.22719727219705,186.27112797516384,270000.0
10423,10423,0,0,0,0,540000.0,0,1,1,1,19996,691.0,0,0,0,2.0,19.0,1.0,1,54,2.0,52.0,26.103349929907672,781.4761215629522,270000.0
5641,5641,0,0,0,0,540000.0,0,1,1,1,19996,691.0,0,0,0,2.0,6.0,2.0,2,54,2.0,52.0,26.103349929907672,781.4761215629522,270000.0
15132,15132,0,1,1,0,540000.0,4,4,1,1,20074,6348.0,0,1,0,2.0,30.0,0.0,1,54,18.0,36.0,20.43751419271819,85.06616257088847,270000.0
5412,5412,0,1,1,0,540000.0,4,4,1,1,20074,6348.0,0,1,0,2.0,32.0,2.0,4,54,18.0,36.0,20.43751419271819,85.06616257088847,270000.0
12450,12450,1,0,1,0,540000.0,0,4,2,1,21093,261.0,0,1,0,1.0,53.0,2.0,3,57,1.0,56.0,25.288002247822423,2068.9655172413795,540000.0
3357,3357,1,1,1,0,540000.0,1,1,1,1,21290,10585.0,0,0,0,2.0,13.0,0.0,1,58,29.0,29.0,1.3970346645693899,1.4784677598201745,270000.0
24816,24816,1,1,0,0,56250.0,1,4,1,1,21342,10585.0,0,0,0,2.0,7.0,1.0,2,58,29.0,29.0,0.14550486956296804,0.1540070583146015,28125.0
8370,8370,1,1,0,0,56250.0,1,4,1,1,21342,10585.0,0,0,0,2.0,48.0,2.0,3,58,29.0,29.0,0.14550486956296804,0.1540070583146015,28125.0
3114,3114,1,0,0,0,56250.0,1,4,1,3,21882,10585.0,0,0,0,2.0,17.0,2.0,3,59,29.0,30.0,0.14530190506942203,0.1540070583146015,28125.0
21365,21365,1,1,0,0,56250.0,1,4,1,1,23773,10585.0,0,1,0,2.0,12.0,2.0,3,65,29.0,36.0,0.14459559503979272,0.1540070583146015,28125.0
13722,13722,1,0,1,0,56250.0,1,4,1,1,23843,10585.0,0,1,0,2.0,29.0,2.0,3,65,29.0,36.0,0.14456958101807826,0.1540070583146015,28125.0
19278,19278,1,0,1,0,56250.0,1,4,1,1,24058,10585.0,0,1,0,2.0,10.0,1.0,9,65,29.0,36.0,0.1444897393019797,0.1540070583146015,28125.0
219,219,1,1,0,0,562500.0,4,1,1,1,14654,2836.0,1,0,0,2.0,12.0,0.0,1,40,8.0,32.0,32.16123499142367,198.34273624823695,281250.0
5670,5670,1,1,0,0,562500.0,4,1,1,1,14654,2836.0,1,0,0,2.0,28.0,1.0,5,40,8.0,32.0,32.16123499142367,198.34273624823695,281250.0
5815,5815,1,1,0,0,562500.0,4,1,1,1,14654,2836.0,1,0,0,2.0,22.0,2.0,4,40,8.0,32.0,32.16123499142367,198.34273624823695,281250.0
23940,23940,1,0,1,0,56700.0,1,4,1,1,20696,10585.0,0,0,0,2.0,17.0,2.0,5,56,29.0,27.0,0.14691440875371498,0.15523911478111832,28350.0
12680,12680,1,0,1,0,57150.0,1,4,2,1,22936,10585.0,0,0,0,1.0,24.0,2.0,1,62,29.0,33.0,0.14722589320906077,0.15647117124763513,57150.0
12379,12379,0,0,0,0,58500.0,4,4,3,1,13677,2379.0,0,1,0,1.0,36.0,2.0,2,37,7.0,30.0,3.6434977578475336,24.59016393442623,58500.0
18063,18063,1,0,0,0,58500.0,4,4,1,1,13769,582.0,0,1,0,2.0,3.0,1.0,1,37,2.0,35.0,4.076370984600376,100.51546391752578,29250.0
2643,2643,1,0,0,0,58500.0,4,4,1,1,13769,582.0,0,1,0,2.0,15.0,2.0,2,37,2.0,35.0,4.076370984600376,100.51546391752578,29250.0
24944,24944,1,0,1,0,58500.0,4,4,1,1,14731,4931.0,0,0,1,2.0,5.0,0.0,1,40,14.0,26.0,2.9752822703692403,11.863719326708578,29250.0
