,index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,chi-fam,occyp_type_le,house_type_le,family_type_le,income_type_le,edu_type_le,Age,career_year,career_start_age,card_count,credit_change_count
4493,26142,1,0,0,0,270000.0,Working,Higher education,Single / not married,House / apartment,15611,2958,0,0,0,Laborers,1.0,12.0,2.0,-1.0,8,1,3,4,2,42,9.0,33.0,5,1
4494,7574,0,1,0,0,382500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,15215,1534,0,1,0,Managers,2.0,12.0,2.0,-2.0,10,1,0,0,0,41,5.0,36.0,1,1
4495,15552,1,0,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,20027,954,0,0,0,Laborers,2.0,12.0,0.0,-2.0,8,1,1,4,0,54,3.0,51.0,1,1
4496,22104,0,1,1,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,13718,3694,1,1,0,High skill tech staff,2.0,12.0,2.0,-2.0,6,1,1,2,0,37,11.0,26.0,7,1
4497,12728,0,1,0,0,540000.0,Commercial associate,Higher education,Married,House / apartment,17504,6102,0,1,0,Managers,2.0,12.0,0.0,-2.0,10,1,1,0,2,47,17.0,30.0,4,2
4498,25113,0,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,14638,5891,0,0,0,Laborers,1.0,12.0,1.0,-1.0,8,1,3,0,0,40,17.0,23.0,4,1
4499,8946,1,0,0,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21426,0,0,1,0,NaN,2.0,12.0,2.0,-2.0,12,1,1,1,0,58,0.0,58.0,4,1
4500,14966,0,0,0,0,135000.0,State servant,Higher education,Married,Office apartment,23080,263,0,0,0,NaN,2.0,12.0,0.0,-2.0,12,3,1,2,2,63,1.0,62.0,1,1
4501,9077,1,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,21074,0,0,0,0,NaN,2.0,12.0,2.0,-2.0,12,1,1,1,0,57,0.0,57.0,3,1
4502,10473,1,0,1,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,13352,2561,1,1,0,NaN,3.0,12.0,2.0,-2.0,12,1,1,4,0,36,8.0,28.0,6,2
4503,15920,1,0,0,0,180000.0,Commercial associate,Higher education,Married,House / apartment,13241,4451,0,1,0,NaN,2.0,12.0,2.0,-2.0,12,1,1,0,2,36,13.0,23.0,2,2
4504,21158,1,0,1,1,315000.0,Working,Higher education,Married,House / apartment,11602,1455,0,0,0,Managers,3.0,12.0,2.0,-2.0,10,1,1,4,2,31,4.0,27.0,2,1
4505,15100,1,0,1,1,337500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14840,1539,0,0,0,Sales staff,3.0,12.0,2.0,-2.0,15,1,1,0,0,40,5.0,35.0,2,1
4506,19539,0,0,0,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,21677,5400,0,0,0,Low-skill Laborers,2.0,12.0,2.0,-2.0,9,1,1,4,0,59,15.0,44.0,5,1
4507,23799,0,0,1,0,135000.0,Working,Incomplete higher,Single / not married,With parents,8231,731,0,0,0,Cooking staff,1.0,12.0,2.0,-1.0,2,5,3,4,1,22,3.0,19.0,2,1
4508,6108,1,0,1,0,247500.0,Pensioner,Higher education,Married,House / apartment,22107,0,0,0,0,NaN,2.0,12.0,1.0,-2.0,12,1,1,1,2,60,0.0,60.0,10,3
4509,5527,1,0,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,11586,1751,0,0,0,Core staff,3.0,12.0,2.0,-2.0,3,1,1,4,0,31,5.0,26.0,2,2
4510,6104,1,0,1,0,202500.0,Working,Higher education,Married,House / apartment,17279,4363,1,1,0,Accountants,2.0,12.0,2.0,-2.0,0,1,1,4,2,47,12.0,35.0,2,1
4511,20550,0,1,0,1,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,9765,1028,1,1,0,Laborers,3.0,12.0,2.0,-2.0,8,2,1,4,0,26,3.0,23.0,1,1
4512,6092,1,1,0,2,270000.0,State servant,Higher education,Married,House / apartment,16053,7369,1,1,0,NaN,4.0,12.0,2.0,-2.0,12,1,1,2,2,43,21.0,22.0,9,2
4513,23796,1,1,1,0,247500.0,Working,Incomplete higher,Separated,House / apartment,19672,1375,1,0,0,Accountants,1.0,12.0,2.0,-1.0,0,1,2,4,1,53,4.0,49.0,2,2
4514,20553,1,0,1,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,20110,0,0,0,0,NaN,2.0,12.0,2.0,-2.0,12,1,1,1,0,55,0.0,55.0,2,1
4515,5542,0,0,1,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,9147,198,0,0,0,Security staff,1.0,12.0,1.0,-1.0,17,1,3,0,0,25,1.0,24.0,1,1
4516,15983,0,1,1,0,112500.0,Pensioner,Lower secondary,Married,House / apartment,21719,0,0,1,0,NaN,2.0,12.0,2.0,-2.0,12,1,1,1,0,59,0.0,59.0,1,1
4517,5552,0,1,1,0,292500.0,Working,Higher education,Married,House / apartment,10297,2231,0,0,0,Managers,2.0,12.0,2.0,-2.0,10,1,1,4,2,28,7.0,21.0,7,2
4518,18464,1,1,1,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,15161,7140,0,0,0,Core staff,1.0,12.0,2.0,-1.0,3,1,3,0,2,41,20.0,21.0,6,2
4519,15021,0,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,12078,2727,0,0,0,Security staff,3.0,12.0,2.0,-2.0,17,1,1,4,0,33,8.0,25.0,1,1
4520,5799,0,1,1,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,17706,3043,0,1,0,Laborers,2.0,12.0,1.0,-2.0,8,1,0,0,0,48,9.0,39.0,2,2
4521,23969,0,0,1,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10271,1629,0,0,0,Laborers,2.0,12.0,1.0,-2.0,8,1,1,0,0,28,5.0,23.0,2,2
4522,10342,0,1,1,0,315000.0,Pensioner,Higher education,Married,House / apartment,23313,0,0,0,0,NaN,2.0,12.0,1.0,-2.0,12,1,1,1,2,63,0.0,63.0,6,2
4523,2051,1,0,0,0,270000.0,State servant,Higher education,Married,House / apartment,11451,2206,0,1,0,Accountants,2.0,12.0,0.0,-2.0,0,1,1,2,2,31,7.0,24.0,7,3
4524,12756,1,0,1,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,20064,3360,1,1,0,Sales staff,2.0,12.0,2.0,-2.0,15,1,1,4,0,54,10.0,44.0,3,1
4525,2107,1,0,0,0,81000.0,Working,Secondary / secondary special,Civil marriage,With parents,11978,2780,0,1,0,Sales staff,2.0,12.0,2.0,-2.0,15,5,0,4,0,32,8.0,24.0,8,2
4526,22482,1,0,0,0,180000.0,Working,Incomplete higher,Widow,House / apartment,19629,1897,1,1,0,Core staff,1.0,12.0,2.0,-1.0,3,1,4,4,1,53,6.0,47.0,6,1
4527,20599,1,0,1,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17401,9559,0,0,0,Realty agents,2.0,12.0,2.0,-2.0,14,1,1,0,0,47,27.0,20.0,3,1
4528,5691,0,0,0,2,112500.0,Working,Higher education,Married,House / apartment,11278,4459,0,0,0,Low-skill Laborers,4.0,12.0,1.0,-2.0,9,1,1,4,2,30,13.0,17.0,3,2
4529,2094,1,0,0,0,135000.0,Working,Secondary / secondary special,Married,Municipal apartment,20850,5543,0,1,0,Sales staff,2.0,12.0,2.0,-2.0,15,2,1,4,0,57,16.0,41.0,2,1
4530,16009,1,0,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,14667,1048,1,1,0,Accountants,2.0,12.0,1.0,-2.0,0,1,1,4,0,40,3.0,37.0,8,2
4531,12834,1,0,1,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21833,0,0,0,0,NaN,2.0,12.0,2.0,-2.0,12,1,1,1,0,59,0.0,59.0,7,3
4532,16614,0,0,1,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,11462,4606,0,0,0,Laborers,4.0,12.0,2.0,-2.0,8,1,1,4,0,31,13.0,18.0,3,1
4533,2014,1,0,0,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,13779,1878,0,0,0,Sales staff,2.0,12.0,2.0,-2.0,15,1,1,4,0,37,6.0,31.0,2,1
4534,19439,1,0,1,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17563,2715,0,0,0,Laborers,2.0,12.0,0.0,-2.0,8,1,1,0,0,48,8.0,40.0,1,1
4535,19441,1,0,0,0,135000.0,Commercial associate,Higher education,Married,House / apartment,14924,2257,1,0,0,HR staff,2.0,12.0,2.0,-2.0,5,1,1,0,2,40,7.0,33.0,2,1
4536,8988,1,0,1,2,135000.0,Working,Secondary / secondary special,Separated,House / apartment,14874,2407,0,0,0,Core staff,3.0,12.0,2.0,-1.0,3,1,2,4,0,40,7.0,33.0,6,1
4537,12845,1,0,0,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14476,4987,0,0,0,High skill tech staff,4.0,12.0,2.0,-2.0,6,1,1,0,0,39,14.0,25.0,3,1
4538,8993,0,0,0,1,337500.0,Commercial associate,Higher education,Married,House / apartment,17593,2370,0,0,1,Managers,3.0,12.0,2.0,-2.0,10,1,1,0,2,48,7.0,41.0,2,1
4539,5619,0,1,1,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,19154,7811,1,1,0,NaN,2.0,12.0,2.0,-2.0,12,1,1,4,0,52,22.0,30.0,1,1
4540,2140,1,1,1,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,14488,2181,0,0,0,Drivers,2.0,12.0,2.0,-2.0,4,1,0,4,0,39,6.0,33.0,1,1
4541,12843,1,1,1,0,292500.0,Working,Higher education,Single / not married,House / apartment,12284,854,0,0,0,Managers,1.0,12.0,0.0,-1.0,10,1,3,4,2,33,3.0,30.0,2,1
4542,5645,1,0,0,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,15477,436,0,0,0,High skill tech staff,2.0,12.0,2.0,-2.0,6,1,1,4,0,42,2.0,40.0,1,1
4543,5647,1,0,0,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,16207,870,0,0,0,NaN,3.0,12.0,2.0,-2.0,12,1,1,4,0,44,3.0,41.0,1,1
4544,5518,1,1,0,0,108000.0,Working,Secondary / secondary special,Married,With parents,12249,3195,1,0,0,NaN,2.0,12.0,2.0,-2.0,12,5,1,4,0,33,9.0,24.0,7,1
4545,8929,1,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,12847,1111,1,1,0,Sales staff,3.0,12.0,2.0,-2.0,15,1,1,4,0,35,4.0,31.0,2,1
4546,23801,1,0,1,0,270000.0,Working,Higher education,Married,House / apartment,12894,369,1,0,0,Accountants,2.0,12.0,0.0,-2.0,0,1,1,4,2,35,2.0,33.0,1,1
4547,12388,0,1,1,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,24820,0,0,0,1,NaN,2.0,12.0,2.0,-2.0,12,1,1,1,0,68,0.0,68.0,2,1
4548,17376,1,0,0,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,22061,0,0,0,0,NaN,1.0,12.0,2.0,-1.0,12,1,4,1,0,60,0.0,60.0,4,1
4549,19583,1,1,1,0,373500.0,Working,Secondary / secondary special,Widow,House / apartment,20785,1577,0,0,0,Accountants,1.0,12.0,2.0,-1.0,0,1,4,4,0,56,5.0,51.0,6,2
4550,509,1,0,1,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22933,0,0,0,0,NaN,2.0,12.0,1.0,-2.0,12,1,1,1,0,62,0.0,62.0,4,3
4551,10905,1,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,20809,0,0,0,0,NaN,2.0,12.0,2.0,-2.0,12,1,1,1,0,57,0.0,57.0,1,1
4552,25980,1,0,0,0,85500.0,Working,Secondary / secondary special,Single / not married,House / apartment,16394,672,0,1,0,Laborers,1.0,12.0,2.0,-1.0,8,1,3,4,0,44,2.0,42.0,1,1
4553,19591,0,1,1,0,360000.0,Commercial associate,Higher education,Married,House / apartment,17389,2113,0,0,0,Drivers,2.0,12.0,0.0,-2.0,4,1,1,0,2,47,6.0,41.0,4,2
4554,2286,0,1,1,0,72000.0,Working,Higher education,Married,House / apartment,21897,619,0,0,0,Security staff,2.0,12.0,2.0,-2.0,17,1,1,4,2,59,2.0,57.0,3,1
4555,12449,1,0,1,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,22862,0,0,1,0,NaN,1.0,12.0,1.0,-1.0,12,1,4,1,0,62,0.0,62.0,1,1
4556,23404,1,0,1,1,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,12101,1009,1,0,0,Core staff,3.0,12.0,2.0,-2.0,3,1,0,4,0,33,3.0,30.0,3,2
4557,6318,0,1,1,0,180000.0,Working,Incomplete higher,Married,House / apartment,17115,4599,0,1,0,Laborers,2.0,12.0,2.0,-2.0,8,1,1,4,1,46,13.0,33.0,4,1
4558,21129,0,1,1,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,13437,1713,0,0,0,Drivers,3.0,12.0,1.0,-2.0,4,1,1,4,0,36,5.0,31.0,3,1
4559,12462,1,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,14080,1869,0,1,0,NaN,2.0,12.0,2.0,-2.0,12,1,1,4,0,38,6.0,32.0,8,3
4560,23771,1,0,1,0,279000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21893,0,0,1,0,NaN,2.0,12.0,2.0,-2.0,12,1,1,1,0,59,0.0,59.0,2,1
4561,12958,1,1,1,0,238500.0,Working,Higher education,Married,House / apartment,15203,7095,0,0,0,Medicine staff,2.0,12.0,2.0,-2.0,11,1,1,4,2,41,20.0,21.0,2,1
4562,16561,1,1,1,0,144000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,21406,0,0,1,0,NaN,2.0,12.0,2.0,-2.0,12,1,0,1,0,58,0.0,58.0,2,1
4563,5426,1,0,0,0,85500.0,Pensioner,Higher education,Widow,House / apartment,23413,0,0,0,0,NaN,1.0,12.0,2.0,-1.0,12,1,4,1,2,64,0.0,64.0,1,1
4564,26000,1,1,0,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,12270,150,0,1,0,Security staff,4.0,12.0,2.0,-2.0,17,1,1,4,0,33,1.0,32.0,3,1
4565,11026,0,1,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,22234,1506,0,1,0,Realty agents,2.0,12.0,1.0,-2.0,14,1,1,4,0,60,5.0,55.0,7,2
4566,15135,1,0,0,0,112500.0,Pensioner,Secondary / secondary special,Separated,Municipal apartment,21629,0,0,0,0,NaN,1.0,12.0,2.0,-1.0,12,2,2,1,0,59,0.0,59.0,6,1
4567,22030,0,0,1,0,607500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,19435,1416,0,0,1,Managers,2.0,12.0,1.0,-2.0,10,1,1,0,0,53,4.0,49.0,2,1
4568,1788,1,0,0,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22752,0,0,0,0,NaN,2.0,12.0,1.0,-2.0,12,1,1,1,0,62,0.0,62.0,2,1
4569,6250,1,0,1,2,67500.0,Working,Secondary / secondary special,Separated,House / apartment,13868,3008,1,0,0,Sales staff,3.0,12.0,0.0,-1.0,15,1,2,4,0,37,9.0,28.0,6,2
4570,12555,1,0,1,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,21480,4660,1,0,0,NaN,2.0,12.0,2.0,-2.0,12,1,1,4,0,58,13.0,45.0,7,1
4571,12912,1,0,0,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,12915,3174,0,1,0,Sales staff,2.0,12.0,2.0,-2.0,15,1,1,4,0,35,9.0,26.0,4,1
4572,21039,0,1,0,1,450000.0,Working,Higher education,Married,House / apartment,9847,502,0,1,1,Core staff,3.0,11.0,2.0,-2.0,3,1,1,4,2,26,2.0,24.0,2,1
4573,25613,1,0,1,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,15078,809,0,0,0,Medicine staff,2.0,11.0,2.0,-2.0,11,1,1,2,0,41,3.0,38.0,1,1
4574,16816,0,1,1,0,180000.0,Working,Higher education,Married,House / apartment,11993,4826,0,1,0,Laborers,2.0,11.0,2.0,-2.0,8,1,1,4,2,32,14.0,18.0,2,2
4575,14170,1,1,1,1,112500.0,Working,Higher education,Single / not married,House / apartment,13896,344,0,0,0,Cooking staff,2.0,11.0,2.0,-1.0,2,1,3,4,2,38,1.0,37.0,3,1
4576,2129,1,1,1,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,11777,2744,0,1,0,NaN,4.0,11.0,2.0,-2.0,12,1,1,4,0,32,8.0,24.0,2,1
4577,3264,0,1,0,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16224,2574,0,0,0,Security staff,2.0,11.0,0.0,-2.0,17,1,1,0,0,44,8.0,36.0,4,1
4578,21340,0,1,0,2,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,12518,1135,0,0,0,Cleaning staff,4.0,11.0,2.0,-2.0,1,2,1,4,0,34,4.0,30.0,3,2
4579,349,0,0,0,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,19597,765,0,1,0,Drivers,2.0,11.0,2.0,-2.0,4,1,0,0,0,53,3.0,50.0,1,1
4580,16360,1,0,0,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,13396,786,1,0,0,Sales staff,4.0,11.0,2.0,-2.0,15,1,1,4,0,36,3.0,33.0,1,1
4581,15648,1,0,1,0,157500.0,State servant,Higher education,Married,House / apartment,19638,412,0,1,0,NaN,2.0,11.0,2.0,-2.0,12,1,1,2,2,53,2.0,51.0,3,2
4582,10363,0,1,0,0,346500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,8990,1566,0,0,0,Laborers,2.0,11.0,2.0,-2.0,8,1,1,0,0,24,5.0,19.0,4,2
4583,16052,0,1,1,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,21871,979,0,0,0,Drivers,2.0,11.0,2.0,-2.0,4,1,1,0,0,59,3.0,56.0,8,3
4584,10246,1,1,1,1,90000.0,Commercial associate,Higher education,Married,Municipal apartment,12408,2293,0,0,0,NaN,3.0,11.0,2.0,-2.0,12,2,1,0,2,33,7.0,26.0,1,1
4585,18083,1,0,1,0,247500.0,Commercial associate,Higher education,Separated,Rented apartment,17016,1347,0,0,0,Core staff,1.0,11.0,1.0,-1.0,3,4,2,0,2,46,4.0,42.0,2,1
4586,15671,1,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,19064,2939,0,0,0,NaN,2.0,11.0,2.0,-2.0,12,1,1,4,0,52,9.0,43.0,6,1
4587,22624,1,0,0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,22339,2988,1,0,0,Cleaning staff,2.0,11.0,2.0,-2.0,1,1,1,0,0,61,9.0,52.0,1,1
4588,20995,0,1,1,1,198000.0,Commercial associate,Higher education,Civil marriage,House / apartment,16149,4279,0,1,0,Managers,3.0,11.0,2.0,-2.0,10,1,0,0,2,44,12.0,32.0,5,1
4589,16223,1,0,1,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,21343,0,0,0,0,NaN,2.0,11.0,1.0,-2.0,12,1,1,1,0,58,0.0,58.0,7,2
4590,250,0,0,1,1,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,12627,2267,0,0,0,High skill tech staff,3.0,11.0,1.0,-2.0,6,2,1,0,0,34,7.0,27.0,2,2
4591,773,1,0,1,0,117000.0,Pensioner,Higher education,Married,House / apartment,18009,0,0,0,0,NaN,2.0,11.0,2.0,-2.0,12,1,1,1,2,49,0.0,49.0,4,1
4592,1011,0,0,1,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10676,2326,0,1,1,Laborers,3.0,11.0,1.0,-2.0,8,1,1,0,0,29,7.0,22.0,5,2
4593,1755,1,1,0,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18652,5633,0,1,0,Laborers,2.0,11.0,0.0,-2.0,8,1,1,0,0,51,16.0,35.0,1,1
4594,2876,1,0,1,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,21180,2728,0,0,0,NaN,2.0,11.0,2.0,-2.0,12,1,1,0,0,58,8.0,50.0,6,3
4595,14576,0,0,0,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,14829,685,0,1,0,Laborers,3.0,11.0,2.0,-2.0,8,1,1,4,0,40,2.0,38.0,2,1
4596,22721,1,0,1,0,63000.0,Working,Secondary / secondary special,Married,House / apartment,17115,229,0,1,0,Core staff,2.0,11.0,2.0,-2.0,3,1,1,4,0,46,1.0,45.0,1,1
4597,1907,1,1,1,0,157500.0,Working,Higher education,Married,House / apartment,16321,336,0,1,0,NaN,2.0,11.0,2.0,-2.0,12,1,1,4,2,44,1.0,43.0,1,1
4598,26040,1,0,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,16784,1503,0,0,0,Medicine staff,2.0,11.0,2.0,-2.0,11,1,1,4,0,45,5.0,40.0,2,1
4599,2331,1,1,1,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16098,4449,0,0,0,Laborers,2.0,11.0,2.0,-2.0,8,1,1,0,0,44,13.0,31.0,2,1
4600,22716,0,1,0,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,21036,1252,1,0,0,Drivers,2.0,11.0,2.0,-2.0,4,1,1,4,0,57,4.0,53.0,3,2
4601,14724,0,1,1,0,225000.0,Commercial associate,Higher education,Married,House / apartment,20663,3887,0,1,0,Managers,2.0,11.0,2.0,-2.0,10,1,1,0,2,56,11.0,45.0,1,1
4602,15315,1,0,1,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22115,0,0,1,0,NaN,2.0,11.0,2.0,-2.0,12,1,1,1,0,60,0.0,60.0,7,2
4603,1881,1,1,1,1,90000.0,Working,Higher education,Married,With parents,12639,686,0,0,0,NaN,3.0,11.0,2.0,-2.0,12,5,1,4,2,34,2.0,32.0,2,1
4604,2941,1,0,0,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,19171,429,0,0,0,Laborers,2.0,11.0,2.0,-2.0,8,2,1,4,0,52,2.0,50.0,6,1
4605,22400,0,1,0,1,252000.0,State servant,Higher education,Married,House / apartment,12483,1650,1,1,0,High skill tech staff,3.0,11.0,1.0,-2.0,6,1,1,2,2,34,5.0,29.0,5,1
4606,479,1,0,1,1,90000.0,State servant,Higher education,Married,House / apartment,9764,1160,0,0,1,Core staff,3.0,11.0,1.0,-2.0,3,1,1,2,2,26,4.0,22.0,1,1
4607,1443,0,0,0,0,126000.0,Working,Lower secondary,Married,House / apartment,19524,5553,1,1,0,NaN,2.0,11.0,2.0,-2.0,12,1,1,4,0,53,16.0,37.0,1,1
4608,14616,1,0,0,2,81000.0,Working,Lower secondary,Single / not married,House / apartment,15373,2333,0,0,0,Sales staff,3.0,11.0,2.0,-1.0,15,1,3,4,0,42,7.0,35.0,2,1
4609,1706,0,1,1,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,15906,1881,0,0,0,High skill tech staff,2.0,11.0,2.0,-2.0,6,1,1,4,0,43,6.0,37.0,3,1
4610,1749,1,0,0,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,18728,9325,0,0,0,Cooking staff,2.0,11.0,2.0,-2.0,2,1,1,4,0,51,26.0,25.0,8,3
4611,18142,1,0,1,1,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,16959,3630,0,0,0,Medicine staff,3.0,11.0,0.0,-2.0,11,2,1,4,0,46,10.0,36.0,1,1
4612,1731,0,1,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,20063,932,1,1,0,Core staff,2.0,11.0,1.0,-2.0,3,1,1,4,0,54,3.0,51.0,2,2
4613,15199,1,0,1,0,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,8056,433,0,0,0,Core staff,2.0,11.0,2.0,-2.0,3,1,1,0,1,22,2.0,20.0,2,1
4614,15264,1,0,0,0,72000.0,Working,Higher education,Married,House / apartment,9667,1338,0,0,0,Core staff,2.0,11.0,1.0,-2.0,3,1,1,4,2,26,4.0,22.0,4,1
4615,1634,0,1,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,20014,249,1,1,0,Security staff,2.0,11.0,2.0,-2.0,17,1,1,4,0,54,1.0,53.0,3,1
4616,14644,1,0,1,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,18683,458,0,1,0,Sales staff,1.0,11.0,2.0,-1.0,15,1,3,4,0,51,2.0,49.0,1,1
4617,1677,1,0,1,1,337500.0,Working,Secondary / secondary special,Married,House / apartment,12790,3329,0,0,1,Core staff,3.0,11.0,1.0,-2.0,3,1,1,4,0,35,10.0,25.0,11,3
4618,22759,1,0,0,0,135000.0,Commercial associate,Higher education,Married,House / apartment,12256,4031,1,1,1,Core staff,2.0,11.0,2.0,-2.0,3,1,1,0,2,33,12.0,21.0,6,1
4619,20696,1,0,0,1,540000.0,Working,Secondary / secondary special,Separated,House / apartment,16409,2045,1,0,0,Managers,2.0,11.0,2.0,-1.0,10,1,2,4,0,44,6.0,38.0,3,1
4620,21237,1,0,0,1,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,12217,2349,1,0,0,NaN,3.0,11.0,2.0,-2.0,12,1,1,0,1,33,7.0,26.0,6,2
4621,25753,1,0,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,21144,1692,0,0,0,Sales staff,2.0,11.0,2.0,-2.0,15,1,1,4,0,57,5.0,52.0,5,2
4622,21488,1,0,1,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,20596,5156,0,0,0,High skill tech staff,2.0,11.0,2.0,-2.0,6,1,0,0,2,56,15.0,41.0,3,1
4623,199,1,0,1,2,360000.0,Working,Secondary / secondary special,Married,House / apartment,15812,658,0,1,0,Sales staff,4.0,11.0,2.0,-2.0,15,1,1,4,0,43,2.0,41.0,4,1
4624,21531,1,0,1,1,157500.0,Commercial associate,Higher education,Married,House / apartment,14137,3552,0,0,1,Accountants,3.0,11.0,2.0,-2.0,0,1,1,0,2,38,10.0,28.0,4,1
4625,1243,1,1,0,0,225000.0,Working,Higher education,Married,House / apartment,16649,5453,0,1,0,Core staff,2.0,11.0,0.0,-2.0,3,1,1,4,2,45,15.0,30.0,1,1
4626,14432,1,0,0,0,54000.0,Working,Higher education,Married,House / apartment,14923,4723,1,0,0,Medicine staff,2.0,11.0,1.0,-2.0,11,1,1,4,2,40,13.0,27.0,9,2
4627,22925,1,0,0,0,180000.0,Working,Higher education,Married,House / apartment,10868,1266,1,1,1,Accountants,2.0,11.0,2.0,-2.0,0,1,1,4,2,29,4.0,25.0,4,1
4628,1260,0,1,1,1,180000.0,Working,Higher education,Married,With parents,11917,1680,1,0,0,Laborers,3.0,11.0,2.0,-2.0,8,5,1,4,2,32,5.0,27.0,7,2
4629,14806,1,1,1,1,225000.0,Commercial associate,Higher education,Separated,House / apartment,15671,232,0,0,1,Laborers,2.0,11.0,2.0,-1.0,8,1,2,0,2,42,1.0,41.0,4,2
4630,25688,1,1,1,0,202500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,10205,308,1,1,0,Sales staff,1.0,11.0,2.0,-1.0,15,1,3,0,1,27,1.0,26.0,3,1
4631,15517,0,0,1,1,180000.0,Working,Secondary / secondary special,Married,Rented apartment,15957,2270,0,0,0,Drivers,3.0,11.0,2.0,-2.0,4,4,1,4,0,43,7.0,36.0,2,2
